Título;Autores;Autorias compartilhadas;Editores;Editores de livros;Título da fonte;Data de publicação;Ano da publicação;Volume;Edição;Número da edição;Suplemento;Edição especial;Página inicial;Página final;Número do artigo;DOI;Título da conferência;Data da conferência;Total de citações;Média por ano;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
The profiles of nitrate reductase and carbonic anhydrase activity in batch cultivation of the marine microalgae Tetraselmis gracilis growing under different aeration conditions;"Rigobello-Masini, Marilda; Masini, Jorge Cesar; Aidar, Elizabeth";;;;FEMS MICROBIOLOGY ECOLOGY;JUL 2006;2006;57;1;;;;18;25;;10.1111/j.1574-6941.2006.00106.x;;;15;0,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;3;0;0;4;3;1;0;1;0
A new hybrid photobioreactor design for microalgae culture;"Depra, Mariany C.; Merida, Luis G. R.; de Menezes, Cristiano R.; Zepka, Leila Q.; Jacob-Lopes, Eduardo";;;;CHEMICAL ENGINEERING RESEARCH & DESIGN;APR 2019;2019;144;;;;;1;10;;10.1016/j.cherd.2019.01.023;;;14;4,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12;0
Using atmospheric emissions as CO2 source in the cultivation of microalgae: Productivity and economic viability;"de Assis, Tamires Conde; Calijuri, Maria Lucia; Assemany, Paula Peixoto; Aona de Paula Pereira, Alexia Saleme; Martins, Marcio Aredes";;;;JOURNAL OF CLEANER PRODUCTION;APR 1 2019;2019;215;;;;;1160;1169;;10.1016/j.jclepro.2019.01.093;;;14;4,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;11;0
Investigation of the bioenergy potential of microalgae Scenedesmus acuminatus by physicochemical characterization and kinetic analysis of pyrolysis;"Francisco Alves, Jose Luiz; Gomes Da Silva, Jean Constantino; Costa, Rosangela Lucio; Dos Santos Junior, Seldis Fernando; da Silva Filho, Valdemar Francisco; Peralta Muniz Moreira, Regina De Fatima; Jose, Humberto Jorge";;;;JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY;MAR 2019;2019;135;6;;;;3269;3280;;10.1007/s10973-018-7506-2;;;14;4,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;9;0
Improvement of the Extraction Process for High Commercial Value Pigments from Desmodesmus sp Microalgae;"Soares, Aline T.; Marques Junior, Jair G.; Lopes, Rafael G.; Derner, Roberto B.; Antoniosi Filho, Nelson R.";;;;JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY;JUN 2016;2016;27;6;;;;1083;1093;;10.5935/0103-5053.20160004;;;14;2,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;5;6;0
NMR techniques for determination of lipid content in microalgal biomass and their use in monitoring the cultivation with biodiesel potential;"Sarpal, Amarjit S.; Teixeira, Claudia M. L. L.; Martins Silva, Paulo Roque; da Costa Monteiro, Thays Vieira; da Silva, Julia Itacolomy; da Cunha, Valnei Smarcaro; Daroda, Romeu Jose";;;;APPLIED MICROBIOLOGY AND BIOTECHNOLOGY;MAR 2016;2016;100;5;;;;2471;2485;;10.1007/s00253-015-7140-x;;;14;2,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;6;3;0
MAXIMUM MICROALGAE BIOMASS HARVESTING VIA FLOCCULATION IN LARGE SCALE PHOTOBIOREACTOR CULTIVATION;"Selesu, Nelson F. H.; de Oliveira, Thamayne V.; Correa, Diego O.; Miyawaki, Bruno; Mariano, Andre B.; Vargas, Jose V. C.; Vieira, Rafael B.";;;;CANADIAN JOURNAL OF CHEMICAL ENGINEERING;FEB 2016;2016;94;2;;;;304;309;;10.1002/cjce.22391;;;14;2,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;6;1;1
Multi-objective optimization of SNG production from microalgae through hydrothermal gasification;"Mian, Alberto; Ensinas, Adriano V.; Marechal, Francois";;;;COMPUTERS & CHEMICAL ENGINEERING;MAY 8 2015;2015;76;;;;;170;183;;10.1016/j.compchemeng.2015.01.013;;;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;2;1;4;0
Determination of lipid content of oleaginous microalgal biomass by NMR spectroscopic and GC-MS techniques;"Sarpal, Amarijt S.; Teixeira, Claudia M. L. L.; Silva, Paulo R. M.; Lima, Gustavo M.; Silva, Samantha R.; Monteiro, Thays V.; Cunha, Valnei S.; Daroda, Romeu J.";;;;ANALYTICAL AND BIOANALYTICAL CHEMISTRY;MAY 2015;2015;407;13;;;;3799;3816;;10.1007/s00216-015-8613-6;;;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;4;3;1;0
Emergy analysis of oil production from microalgae;"Alves da Cruz, Rui Vogt; Oller do Nascimento, Claudio Augusto";;;;BIOMASS & BIOENERGY;DEC 2012;2012;47;;;;;418;425;;10.1016/j.biombioe.2012.09.016;;;14;1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;1;3;2;0;0
Fatty acids profile of microalgae cultived with carbon dioxide;"de Morais, Michele Greque; Vieira Costa, Jorge Alberto";;;;CIENCIA E AGROTECNOLOGIA;JUL-AUG 2008;2008;32;4;;;;1245;1251;;10.1590/S1413-70542008000400032;;;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;3;1;1;1;2;2;0
Polyhydroxybutyrate and phenolic compounds microalgae electrospun nanofibers: A novel nanomaterial with antibacterial activity;"Kuntzler, Suelen Goettems; Araujo de Almeida, Ana Claudia; Vieira Costa, Jorge Alberto; de Morais, Michele Greque";;;;INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES;JUL 1 2018;2018;113;;;;;1008;1014;;10.1016/j.ijbiomac.2018.03.002;;;13;3,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;6;0
Microalgal biomass production and nutrients removal from domestic sewage in a hybrid high-rate pond with biofilm reactor;"de Assis, Leticia Rodrigues; Calijuri, Maria Lucia; do Couto, Eduardo de Aguiar; Assemany, Paula Peixoto";;;;ECOLOGICAL ENGINEERING;SEP 2017;2017;106;;A;;;191;199;;10.1016/j.ecoleng.2017.05.040;;;13;2,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;8;0
The potential of microalgal biomass production for biotechnological purposes using wastewater resources;"Diniz, Graciela S.; Silva, Anita F.; Araujo, Ofelia Q. F.; Chaloub, Ricardo M.";;;;JOURNAL OF APPLIED PHYCOLOGY;APR 2017;2017;29;2;;;;821;832;;10.1007/s10811-016-0976-3;;;13;2,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;5;0
Supplementation of cattle fed tropical grasses with microalgae increases microbial protein production and average daily gain;"Costa, D. F. A.; Quigley, S. P.; Isherwood, P.; McLennan, S. R.; Poppi, D. P.";;;;JOURNAL OF ANIMAL SCIENCE;MAY 2016;2016;94;5;;;;2047;2058;;10.2527/jas.2016-0292;;;13;2,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;4;1;0
Comparison of open-air and semi-enclosed cultivation system for massive microalgae production in sub-tropical and temperate latitudes;"Roselet, Fabio; Maica, Paula; Martins, Tatiana; Abreu, Paulo Cesar";;;;BIOMASS & BIOENERGY;DEC 2013;2013;59;;;;;418;424;;10.1016/j.biombioe.2013.09.014;;;13;1,44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;1;1;0
An assessment of the economic aspects of CO2 sequestration in a route for biodiesel production from microalgae;"Soares, Fabio Rubens; Martins, Gilberto; Miyamaru Seo, Emilia Satoshi";;;;ENVIRONMENTAL TECHNOLOGY;JUL 1 2013;2013;34;13-14;;;SI;1777;1781;;10.1080/09593330.2013.816784;;;13;1,44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;4;0
Chemical compositon of three microalgae species for possible use in mariculture;"Moura, Alfredo Matos, Jr.; Bezerra Neto, Egidio; Koening, Maria Luise; Leca, Enide Eskinazi";;;;BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY;MAY 2007;2007;50;3;;;;461;467;;10.1590/S1516-89132007000300012;;;13;0,87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;1;3;2;0;0
Culture collections of microalgae in Brazil: progress and constraints;"Lourenco, SO; Vieira, AAH";;;;NOVA HEDWIGIA;AUG 2004;2004;79;1-2;;;;149;173;;10.1127/0029-5035/2004/0079-0149;International Symposium on Culture Collections of Algae;SEP 02-06, 2002;13;0,72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;0;1;1;1;2;0;2;1;0
"Cadmium interaction with microalgal cells, cyanobacterial cells, and seaweeds; Toxicology and biotech nological potential for wastewater treatment";"da Costa, ACA; Franca, PD";;;;MARINE BIOTECHNOLOGY;MAR-APR 2003;2003;5;2;;;;149;156;;10.1007/s10126-002-0109-7;;;13;0,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;2;0;0;0;1;0;1;2;0;0;1;1;1;0
Use of static magnetic fields to increase CO2 biofixation by the microalga Chlorella fusca;"Deamici, Kricelle Mosquera; Santos, Lucielen Oliveira; Vieira Costa, Jorge Alberto";;;;BIORESOURCE TECHNOLOGY;MAR 2019;2019;276;;;;;103;109;;10.1016/j.biortech.2018.12.080;;;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;0
Exploring the metabolic and physiological diversity of native microalgal strains (Chlorophyta) isolated from tropical freshwater reservoirs;"Rocha, Renan Paulo; Machado, Mariana; Marcal Vieira Vaz, Marcelo Gomes; Vinson, Christina C.; Leite, Mauricio; Richard, Rafael; Bacellar Mendes, Leonardo Brantes; Araujo, Wagner L.; Caldana, Camila; Martins, Marcio Aredes; Williams, Thomas C. R.; Nunes-Nesi, Adriano";;;;ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS;DEC 2017;2017;28;;;;;139;150;;10.1016/j.algal.2017.10.021;;;12;2,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7;0
Harvesting Microalgal Biomass grown in Anaerobic Sewage Treatment Effluent by the Coagulation-Flocculation Method: Effect of pH;"Cassini, Servio Tulio; Francisco, Sara Aparecida; Pereira Antunes, Paulo Wagner; Oss, Rodrigo Nunes; Keller, Regina";;;;BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY;JAN-DEC 2017;2017;60;;;;;;;e160174;10.1590/1678-4324-2017160174;;;12;2,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;8;0
Biochemical compositions and fatty acid profiles in four species of microalgae cultivated on household sewage and agro-industrial residues;"Calixto, Clediana Dantas; da Silva Santana, Jordana Kaline; de Lira, Evandro Bernardo; Petraglia Sassi, Patricia Giulianna; Rosenhaim, Raul; da Costa Sassi, Cristiane Francisca; da Conceicao, Marta Maria; Sassi, Roberto";;;;BIORESOURCE TECHNOLOGY;DEC 2016;2016;221;;;;;438;446;;10.1016/j.biortech.2016.09.066;;;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;4;3;0
From waste-to-energy: the process integration and intensification for bulk oil and biodiesel production by microalgae;"Francisco, Erika Cristina; Franco, Telma Teixeira; Zepka, Leila Queiroz; Jacob-Lopes, Eduardo";;;;JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING;MAR 2015;2015;3;1;;;;482;487;;10.1016/j.jece.2014.12.017;;;12;1,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;2;1;0
(1 -> 2) and (1 -> 6)-linked beta-D-galactofuranan of microalga Myrmecia biatorellae, symbiotic partner of Lobaria linita;"Cordeiro, Lucimara M. C.; Beilke, Flavio; Bettim, Franciele Lima; Reinhardt, Vanessa de Fatima; Rattmann, Yanna D.; Lacomini, Marcello";;;;CARBOHYDRATE POLYMERS;NOV 6 2012;2012;90;4;;;;1779;1785;;10.1016/j.carbpol.2012.07.069;;;12;1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;1;1;2;2;0
Comparison of several methods for effective lipid extraction from wet microalgae using green solvents;"de Jesus, Sergio S.; Ferreira, Gabriela F.; Moreira, Larissa S.; Wolf Maciel, Maria Regina; Maciel Filho, Rubens";;;;RENEWABLE ENERGY;DEC 2019;2019;143;;;;;130;141;;10.1016/j.renene.2019.04.168;;;11;3,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;0
Laboratory extraction of microalgal lipids using sugarcane bagasse derived green solvents;"de Jesus, Sergio S.; Ferreira, Gabriela F.; Fregolente, Leonardo, V; Maciel Filho, Rubens";;;;ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS;NOV 2018;2018;35;;;;;292;300;;10.1016/j.algal.2018.09.001;;;11;2,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;0
Life cycle assessment of microalgae production in a raceway pond with alternative culture media;"de Souza Schneider, Rosana de Cassia; Lima, Marcelo de Moura; Hoeltz, Michele; Neves, Fabio de Farias; John, Danielle Kochenborger; de Azevedo, Amaro";;;;ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS;JUN 2018;2018;32;;;;;280;292;;10.1016/j.algal.2018.04.012;;;11;2,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;0
In vitro prediction of digestible protein content of marine microalgae (Nannochloropsis granulata) meals for Pacific white shrimp (Litopenaeus vannamei) and rainbow trout (Oncorhynchus mykiss);"Tibbetts, Sean M.; Yasumaru, Fanny; Lemos, Daniel";;;;ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS;JAN 2017;2017;21;;;;;76;80;;10.1016/j.algal.2016.11.010;;;11;2,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;4;0
Culture medium influence on growth, fatty acid, and pigment composition of Choricystis minor var. minor: a suitable microalga for biodiesel production;"Menezes, Rafael Silva; Soares, Aline Terra; Marques Junior, Jair Gonzalez; Lopes, Rafael Garcia; da Arantes, Rafael Fonseca; Derner, Roberto Bianchini; Antoniosi Filho, Nelson Roberto";;;;JOURNAL OF APPLIED PHYCOLOGY;OCT 2016;2016;28;5;;;;2679;2686;;10.1007/s10811-016-0828-1;;;11;1,83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;4;0
Use of Natural pH Variation to Increase the Flocculation of the Marine Microalgae Nannochloropsis oculata;"Sales, Rafael; Abreu, Paulo Cesar";;;;APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY;FEB 2015;2015;175;4;;;;2012;2019;;10.1007/s12010-014-1412-2;;;11;1,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;3;3;0
BIODIESEL FROM MICROALGAE: PROGRESS AND CHALLENGES;"Custodio Franco, Andre Luiz; Lobo, Ivon Pinheiro; da Cruz, Rosenira Serpa; Luz Lapa Teixeira, Claudia Maria; de Almeida Neto, Jose Adolfo; Menezes, Rafael Silva";;;;QUIMICA NOVA;2013;2013;36;3;;;;437;448;;10.1590/S0100-40422013000300015;;;11;1,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;3;2;0
Toxicity of biodiesel, diesel and biodiesel/diesel blends: comparative sub-lethal effects of water-soluble fractions to microalgae species;"Pereira, Solange A.; Araujo, Vinicius Queiroz; Reboucas, Marcio V.; Vieira, Fernanda Seabra V.; de Almeida, Marcos Vinicio A.; Chinalia, Fabio A.; Nascimento, Iracema Andrade";;;;BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY;FEB 2012;2012;88;2;;;;234;238;;10.1007/s00128-011-0430-9;;;11;1,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;0;0;3;3;0
In situ and laboratory microalgal assays in the tropics: A microcosm simulation of edge-of-field pesticide runoff;"Moreira-Santos, M; da Silva, EM; Soares, AMVM; Ribeiro, R";;;;BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY;JAN 2005;2005;74;1;;;;48;55;;10.1007/s00128-004-0546-2;;;11;0,65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;4;2;0;0;1;0;0;0;0;0;0
Application of modified Gran functions and derivative methods to potentiometric acid titration studies of the distribution of inorganic carbon species in cultivation medium of marine microalgae;"Rigobello-Masini, M; Masini, JC";;;;ANALYTICA CHIMICA ACTA;DEC 3 2001;2001;448;1-2;;;;239;250;;10.1016/S0003-2670(01)01312-5;;;11;0,52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;1;0;0;0;1;1;2;1;0;0;0;0;0;0
Bioremoval of heavy metals from metal mine tailings water using microalgae biomass;"Urrutia, Cynthia; Yanez-Mansilla, Erwin; Jeison, David";;;;ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS;NOV 2019;2019;43;;;;;;;101659;10.1016/j.algal.2019.101659;;;10;3,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0
Analysis of major carotenoids and fatty acid composition of freshwater microalgae;"Soares, Aline Terra; da Costa, Dayane Cristina; Henriques Vieira, Armando Augusto; Antoniosi Filho, Nelson Roberto";;;;HELIYON;APR 2019;2019;5;4;;;;;;e01529;10.1016/j.heliyon.2019.e01529;;;10;3,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;0
Enviro-economic assessment of thermochemical polygeneration from microalgal biomass;"Graciano, Jose E. A.; Chachuat, Benoit; Alves, Rita M. B.";;;;JOURNAL OF CLEANER PRODUCTION;DEC 1 2018;2018;203;;;;;1132;1142;;10.1016/j.jclepro.2018.08.227;;;10;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0
Development of pH indicator from PLA/PEO ultrafine fibers containing pigment of microalgae origin;"Moreira, Juliana Botelho; Machado Terra, Ana Luiza; Vieira Costa, Jorge Alberto; de Morais, Michele Greque";;;;INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES;OCT 15 2018;2018;118;;B;;;1855;1862;;10.1016/j.ijbiomac.2018.07.028;;;10;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0
